,Texto,sentimiento
1651,"hola bella, mi esposo tuvo covid y fue rechazado por triage para la vacuna, tenia q esperar3 meses, ahora q cbio elnprotocolo a 15 dias, no lo deja anotarse, es enfermero de una guardia de emergencias como puede hacer tenes algun dato",Negativo
1652,"informe de nyt sobre la vacuna sinovac que te mencionaba   tiene el nivel de eficacia mas bajo de todas las vacunas que hay en el mercado 51%, al limite minimo de lo que la oms permite para aprobarla",Negativo
1653,la vacuna baja el riesgo de adquirir las complicaciones del covid no la previene la infeccion,Negativo
1654,"ahora vacuna sinopharm ""china"" quienes son los exportadores del covid 🙄 estamos mal y vamos peor 😷",Negativo
1655,_ la vacuna no es q no uno no enferma de covid segun explicaron  si no  q se enferma mucho mas  leve y evita por esa razon  terapia intensiva por favor cuando se recupere contar como fue la evolucion q se ponga bien  pronto abrazo virtual donde esten,Positivo
1656,ni recibir la vacuna contra el covid bueno eso ya nos esta pasando a todos🤷‍♂️,Positivo
1657,"1 la vacuna no es para no tener covid, es para que no la pases tan mal o te muerasesa onda",Negativo
1658,"recurso:robert f kennedy, jr (  vacuna covid = dano genetico irreversible - un crimen contra la humanidad[25/8 6:05 p m] +58 414-0750240: aclaracion para que no se engane mas a la poblacion :existe o no, el coronavirus",Negativo
1659,parte de situacion sanitaria -  sars covid 19 – argentina 19 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1660,tal cual menos mal q se trata de covid y no de ebola ya nos hubieramos cagado a tiros por una vacuna,Negativo
1661,"👉🏽 participamos de la jornada de vacunacion de calendario, e inscripcion a la vacuna del covid-19, en el barrio 2 de abril de los hornos",Negativo
1662,"sone q estabamos con bere en una joda en casa, pero no era nuestra casa y ella estaba poniendo la vacuna del covid q en realidad era droga psicodelica",Negativo
1663,"aca estoy con mi abuelo, por vacunarse contra el covid esto para mi es la gloria yo personal de salud todavia no recibo mi vacuna, pero hoy a mi abuelo le dieron su primera dosis 🥳🥳🥳",Positivo
1664,"gracias sr gobernador  y  al personal de salud   a  los chicos del coe,  mi abuela recibio la vacuna (sputnik v  contra el covid-19ya podre visitarla y mimarla mas s seguidogracias gracias gracias",Positivo
1665,"sabian que solo en los paises donde hay gobiernos serios, se desarrollo una vacuna contra el covid mientras tanto el conicet investiga como afecta el rey leon",Negativo
1666,varela: mensajes falsos para recibir la vacunadesde la secretaria de salud municipal advirtieron que la comuna no esta notificando a los y las vecinas la asignacion de turnos para la inmunizacion contra la covid-19,Negativo
1667,"ellos estan felices en provincia se vacunaron todos los militantes y familiares, toda la campora , y si no eras podias afiliarte un amigo k me dijo: no tenes vacuna jodete te molestaba la cuarentena ahora no cerramos nada asi no te quejas y tenes covid yo soy peronista ",Positivo
1668,_de_mier 82371862 vos estas creyendo q si te agarra covid maly no tenes swis o osde te van a tener aunque sea en el pasillo del hospitalaca en mza te mandaban a casa la vacuna hubiera servido de aplicarse  a quien correspondia o vacuna de neumonia sale 5 lucas es real q morian y todo era covid,Negativo
1669,paraguay 🇵🇾 salud investiga supuesta aplicacion indebida de vacuna anti-covid-19,Negativo
1670,"recibiste la vacuna contra el covid_19en mi argentina podes ver tu certificado de vacunacion✅ ingresa en mis documentos👉🏽ver credencial: ahi vas a encontrar el tipo de vacuna, fecha, lugar y otros datos✅ descarga la app ingresando en👇🏽",Negativo
1671,parte de situacion sanitaria -  sars covid 19 – argentina 18 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1672,"_ciudad    me alegro y mucho, pero la mayoria de los viejos siguen sin estar vacunados, militar la vacuna: patetico, papelon los mas 50000 muertos  ggg decia q china esta lejos y nunca iba a llegar el covid, en fin",Negativo
1673,"     la oms recomienda la aplicacion de las dos dosis de la vacuna contra el covid-19, para alcanzar su efectividad ante el virus",Negativo
1674,"7   cada persona que se muere por covid, ya otro tuvo su vacuna  ud sr presidente permitio el desmanejo del ministerio de salud y el vacunatorio vip  otro tanto tb por aqui la historia espero los condene",Negativo
1675,"hola doctora una consulta, es cierto que si un adulto mayor se aplica la vacuna de la gripe tiene que esperar cierta cantidad de dias para recibir la vacuna de covid",Positivo
1676,59 pasame la direccion donde venden la vacuna anti covid  asi puedo decidir si me vacuno o no,Negativo
1677,mi abuelo ya recibio  la vacuna contra el covid que felicidad,Positivo
1678,manana mi mama completa la segunda dosis de la vacuna contra el covid-19 gracias,Positivo
1679,"👉 como corregir su inscripcion a la vacuna con el covidquienes al momento de inscribirse en 🤳  para recibir la vacuna contra el covid, colocaron mal su grupo poblacionalu omitieron alguna enfermedad, podran corregirlo en",Negativo
1680,me muero de ganas de poner el hombro quiero mi vacuna contra el covid,Negativo
1681,"una reciente foto, inedita:el gran maestro, oscar r panno 🇦🇷, ayer (16 de marzo en su ultimo dia con 85 anos, aplicandose la vacuna contra el covid(gentileza de la foto: enrique j arguinariz, biografo de panno, en su facebook personal",Negativo
1682,parte de situacion sanitaria -  sars covid 19 – argentina 17 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1683,"junto a un grupo de especialistas de la _arg_ped escribimos este documento sobre ""lactancia, covid-19 y vacunacion"": cordiales,",Negativo
1684,"""todavia no sabemos cuanta inmunidad nos puede dar la vacuna contra el covid-19""",Negativo
1685,_ar septima operacion a rusia 🇷🇺 | manana 01:05 am parte uno de nuestros a330 a moscu para traer mas dosis de la vacuna sputnik v al pais para seguir dando pelea contra el covid-19 aerolineadebandera ✈️,Positivo
1686,hoy le dan la primera dosis de la vacuna contra el covid a mi bisabuela de 91 anos ♥️,Positivo
1687,"de conformidad a las instrucciones del senor gobernador ,  informo la nomina del personal estrategico que recibio la vacuna contra covid-19, en forma voluntaria, en el marco de la resolucion nº 2883/20 y 712/21 del ",Positivo
1688,"italia producira a partir de mayo 10 millones de dosis mensuales de la vacuna rusa contra el covid-19, sputnik v, segun ha informado este lunes el director del centro gamaleya, alexandr gintsburg parece que no era tan mala la vacuna “rusa” como decia  la derecha argentina",Negativo
1689,"muy feliz mi companera a pesar de estar operada y con este  dia 🌧️🌧️🌧️ ya esta vacunada con la primera dosis de la vacuna contra el covid ❤️muy feliz en la rural, predio ferial de buenos aires",Positivo
1690,"hoy recibio la primera dosis de la vacuna, rusa, contra el covid 19, mi mama no les puedo explicar la alegria q teniagracias, esto es un estado presente",Positivo
1691,"mas peligrosa que el covid, y para esta no hay vacuna",Negativo
1692,peleemos esto juntos nos avala la evidencia la oms recomendo los 6 meses en el caso de faltantes de vacuna para priorizar a los que no tuvieron covid  obvio no es el caso de uruguay,Positivo
1693,_ es la agrupacion mundial (bajo la orbita de la oms p/el desarrollo de una vacuna contra el covid-19,Negativo
1694,"my god         ""moderna inicia estudio de su vacuna contra covid-19 en menores de 12 anos""",Negativo
1695,parte de situacion sanitaria -  sars covid 19 – argentina 16 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1696,"mi mama tiene 71 anos, asma e hipertension, ademas de ser alegre hoy le hicimos dg de covid no recibio ni una vacuna el que sea creyente y quiera rece por ella, yo vere pasar las horas",Positivo
1697,me di la vacuna de la gripe antes d q empiece la pandemia  me pesque covid x primera vez en diciembre 2020 y ahora tengo una gripe para 300 sera covid otra vez 🤔🤔 ustedes q opinan,Negativo
1698,"la bronca que m da que pelotudos de 20 a 25 anos ya esten vacunados y gente mayor que realmente necesita la vacuna no lo este, man yo con covid lo maximo que no puedo hacer es hacerme la paja y estos pelotudos q tienen mi edad le tienen miedo al virus de mierda, q bronca",Negativo
1699,sino la bautiza  que es el liderme quedo en casa cuidandome que   y su socio covid sin vacunano me elimine de lista de anses como quieren,Negativo
1700,"jxc, clarin, la nacion, infobae: dejen de jugar con la salud de la gente q hicieron en este ano de pandemia q apartaron para conseguir una vacuna solo criticar a los q hacen algo si quieren votos demuestren q son mejores q el covid 19 no jodan con la salud de la gente",Negativo
1701,cuantas personas se han vacunado ya contra el coronavirus,Positivo
1702,nos estan llevando a ponernos la vacuna contra el covid 🤦🏾‍♂️,Positivo
1703,"la embassy, dono 2000000 de vacunas pfizer al paraguay, fueron reemplazadas la partida de glifosato, que tambien fabrica pfizer por las ansiadas vacuna contra el covid, sueno del pobre",Negativo
1704,"con el nombramiento  des soria se ve la mano  ""suicidadora""  de kris  ya creo que ni la vacuna nos salva del ""covid cristinista""  😔",Negativo
1705,"con cambios hace unos meses ni pensaba en vacunarme hoy me anote de voluntaria para la prueba de la de bayer, curevac o me mata el covid o me salva la vacuna o me sale un tercer ojo con la vacuna 🤷🏼‍♀️🤷🏼‍♀️",Negativo
1706,creo que estamos boludeando mucho mientras el resto se dedica a comprar vacunas,Negativo
1707,"cronograma semanal de vacunacion en respuesta al covid-19 para mayores de 80 anos del interior de jujuy la campana iniciara el martes 16 con la inmunizacion de los adultos de 80 anos en adelante en libertador, el talar y yuto massaludcercatuyo vacuna covid19 jujuy",Negativo
1708,cronograma de vacunacion en respuesta al covid-19 para adultos de 70 a 79 anos de capital massaludcercatuyo vacuna covid19 jujuy,Positivo
1709,"de mi grupo de familiares, amigos y conocidos solo uno recibio la vacuna contra covid adivinen si no tiene nada que ver con los servicios de salud, es menor de 35 anos, militante k y vive en el conurbano spoiler alert: si",Negativo
1710,hoy llego a bahiablanca un nuevo envio de primeras dosis de la vacuna sputnik v para la campana de inmunizacion buenosairesvacunate contra covid-19,Positivo
1711,parte de situacion sanitaria -  sars covid 19 – argentina 15 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1712,"flashee que el inicio de  arrancaba con la vacuna del covid y que todos los que se la aplicaban terminaban siendo los zoombies estaba pensando como se habia iniciado la invasion la serie 😂 y bue, un poco de delirio no viene mal en toda esta locura 🤦🏻‍♂️",Positivo
1713,como era eso de que no le vendian a los paises del 3er mundo,Negativo
1714,"su trabajo fue fundamental en la etapa mas dificil de la pandemia no tuvieron la opcion de quedarse en casa, sino que redoblaron los esfuerzos para cuidar a la comunidad hoy, estan entre los primeros en recibir la vacuna contra el covid-19 y asi avanza la campana",Positivo
1715,espana deja de administrar durante al menos 15 dias la vacuna de astrazeneca,Negativo
1716,"anoche me masoquie viendo 《contagio》(2011 la diferencia principal entre realidad/ pelicula es q en la pelicula la gente sale a la calle a ""pelear"" x la vacunaen la realidad cual ovejitas (hasta la :  liberen las patentes covid_19, porfis mas ciencia ficcion",Positivo
1717,_c9  pregunta para el dr estol conrado: soy alergica al huevo puedo vacunarme con la vacuna contra el covid 19 saludos desde rio gallegos,Negativo
1718,vacuna covid-19 reconstruccionargentina mas informacion en,Negativo
1719,"ah, y no necesita requerimientos especiales en cuanto a la conservacion 💪 cansino vacuna covid_19",Positivo
1720,"siempre estoy dentro de las minorias, en esta oportunidad soy de los pocos a los que la vacuna le pego como un covid fuerte 🙃🙃🙃🙃",Positivo
1721,[ahora] comenzo un nuevo autovac donde se vacuna anti covid_19 en tu vehiculo es requisito tener turno para vacunarse esto sucede en la playa de estacionamiento del estadio mario alberto kempes hay disponibilidad para 1000 dosis diarias en 10 puestos 3com,Negativo
